Sno,Date,Shop name,"productname",Location,"No of units",suppiied by,"Per unit price","Total Price","Amount Billed",Amount collected,"ReturnsUnits","Returns Amt","Sample Amt","Prv bal collected",Balance Amount,,
1731,10-Apr,Gokul News Mart,Badam Milk,secratraite Colony,10,Manoj,24,240,240,240,0,0,,,,,
1732,10-Apr,City Shoppee,Badam Milk,secratraite Colony,4,Manoj,24,96,96,96,0,0,,,,,
1733,10-Apr,Indian Coffee,Badam Milk,Purasaiwalkam,5,Manoj,24,120,120,120,0,0,,,,,
1734,10-Apr,Suba cool bar,Badam Milk,choolai,4,Manoj,24,96,96,96,0,0,,,,,
1735,10-Apr,Relax Cool bar,Badam Milk,Anna nagar,1,Manoj,23,23,23,23,0,0,,,,,
1736,10-Apr,"Oman Cool,bar",Badam Milk,Anna nagar,12,Sreenevasan,23,276,276,276,0,0,,,,,
1737,10-Apr,Hotel FAizal,Badam Milk,Anna nagar,5,Sreenevasan,23,115,115,115,0,0,,,,,
1738,10-Apr,S k cool bar,Badam Milk,Anna nagar,5,Sreenevasan,24,120,120,120,0,0,,,,,
1739,10-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
1740,10-Apr,Ambika cool bar,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
1741,10-Apr,Perumal Store,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
1742,10-Apr,Ravi ICE land,Badam Milk,Korattur,5,Sreenevasan,22,110,110,110,0,0,,,,,
1743,10-Apr,Annamalaiyar,Badam Milk,Korattur,2,Sreenevasan,22,44,44,44,0,0,,,,,
1744,10-Apr,Saravana Store,Badam Milk,Korattur,2,Sreenevasan,23,46,46,0,2,46,,,,,
1745,10-Apr,Friends,Badam Milk,Villivakkam,3,Sreenevasan,23,69,69,69,0,0,,,,,
1746,10-Apr,New Star,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,115,0,0,,,,,
1747,10-Apr,Kirthika Sweet,Badam Milk,Ambattur,10,Sreenevasan,23,230,230,230,0,0,,230,0,,
1748,10-Apr,V U Snacks,Badam Milk,Arumbakkam,5,Viswanath,24,120,120,0,1,24,,120,96,,
1749,10-Apr,Hydrabad Briyani,Badam Milk,Koyembedu,3,Viswanath,24,72,72,48,1,24,,,,,
1750,10-Apr,Maniratnam,Badam Milk,Koyembedu,10,Viswanath,23,230,230,230,0,0,,,,,
1751,10-Apr,Perumal cool bar,Badam Milk,Koyembedu,5,Viswanath,24,120,120,96,1,24,,,,,
1752,10-Apr,Hotel Mahalakshmi,Badam Milk,Mogappair,4,Viswanath,23,92,92,92,0,0,,,,,
1753,10-Apr,Murugan Traders,Badam Milk,Mogappair,3,Viswanath,24,72,72,72,0,0,,,,,
1754,10-Apr,Chandrika Backery,Badam Milk,Anna nagar,35,Viswanath,22,770,770,770,0,0,,,,,
1755,10-Apr,Gokul News Mart,Badam Milk,Anna nagar,5,Viswanath,24,120,120,96,1,24,,,,,
1756,10-Apr,Dhivya Tea stall,Badam Milk,MMDA,7,Silambarasan,24,168,168,168,0,0,,,,,
1757,10-Apr,Karupatti,Badam Milk,West mambalam,11,Silambarasan,24,264,264,240,1,24,,,,,
1758,10-Apr,Golden Snacks,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
1759,10-Apr,Vijay Cool bar,Badam Milk,kasi Theatre,7,Silambarasan,24,168,168,120,2,48,,,,,
1760,10-Apr,mm cool bar,Badam Milk,kk nagar,4,Silambarasan,24,96,96,72,1,24,,,,,
1761,10-Apr,Murugan tea Stall,Badam Milk,alwarthirunagar,5,Silambarasan,23,115,115,115,0,0,,,,,
1762,10-Apr,Raj Shoppee,Badam Milk,alwarthirunagar,4,Silambarasan,23,92,92,69,1,23,,,,,
1763,10-Apr,Simbu,Badam Milk,Anna nagar,3,Silambarasan,23,69,69,69,0,0,,,,,
1764,10-Apr,Black Pokea,Badam Milk,Royapettah,5,Satish,23,115,115,115,0,0,,,,,
1765,10-Apr,Brothers Cool bar,Badam Milk,Mylapora,3,Satish,23,69,69,69,0,0,,,,,
1766,10-Apr,Tirumala Cool bar,Badam Milk,teynampet,2,Satish,23,46,46,46,0,0,,,,,
1767,10-Apr,Vijay Cool bar,Badam Milk,teynampet,5,Satish,23,115,115,115,0,0,,,,,
1768,10-Apr,A To Z shop,Badam Milk,teynampet,3,Satish,23,69,69,0,3,69,,,,,
1769,10-Apr,Music Collage,Badam Milk,R.A.Puram,10,Satish,23,230,230,230,0,0,,,,,
1770,10-Apr,Pavi Tiffin,Badam Milk,R.A.Puram,3,Satish,23,69,69,69,0,0,,,,,
1771,11-Apr,Greams Palace,Rose Milk,Greams Road,6,M.Karthick,17,100,100,100,0,0,,,,,
1772,11-Apr,Vinu Tea Stall,Rose Milk,Thoushand light,3,M.Karthick,17,50,50,50,0,0,,,,,
1773,11-Apr,CMS,Rose Milk,Thoushand light,5,M.Karthick,17,85,85,85,0,0,,,,,
1774,11-Apr,Fathima Tea Stall,Rose Milk,Thoushand light,3,M.Karthick,16,48,48,48,0,0,,,,,
1775,11-Apr,Bung Shop,Rose Milk,Royapettah,5,M.Karthick,17,85,85,85,0,0,,,,,
1776,11-Apr,Millath,Rose Milk,Royapettah,20,M.Karthick,16,320,320,320,0,0,,,,,
1777,11-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
1778,11-Apr,Ars Marina,Rose Milk,Royapettah,10,M.Karthick,18,180,180,180,0,0,,216,0,,
1779,11-Apr,Palms,Rose Milk,G.P.Road,3,M.Karthick,17,50,50,50,0,0,,,,,
1780,11-Apr,Prahalad Pan Stall,Rose Milk,Mount Road,5,M.Karthick,18,90,90,90,0,0,,,,,
1781,11-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,25,,,
1782,11-Apr,Sindoor Cool bar,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
1783,11-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
1784,11-Apr,Shanthi Sandwich,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,360,0,,
1785,11-Apr,Renowed,Rose Milk,Egmore,5,M.Karthick,15,75,75,75,0,0,,,,,
1786,11-Apr,Dandapani ,Rose Milk,Kilpauk,6,M.Karthick,18,108,108,108,0,0,,,,,
1787,11-Apr,Hotel Meghaa,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
1788,11-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
1789,11-Apr,Kumaran tea Stall,Rose Milk,Aminjikarai,6,Manikandan,17,100,100,100,0,0,,,,,
1790,11-Apr,Jupiter Tea Stall,Rose Milk,Aminjikarai,3,Manikandan,18,54,54,54,0,0,,,,,
1791,11-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
1792,11-Apr,Kamatchi cool bar,Rose Milk,Choolaimedu,3,Manikandan,17,50,50,50,0,0,,,,,
1793,11-Apr,Saran backery,Rose Milk,Harrinton road,10,Manikandan,18,180,180,180,0,0,,,,,
1794,11-Apr,Saran backery,Rose Milk,Choolaimedu,5,Manikandan,18,90,90,90,0,0,,,,,
1795,11-Apr,Mazzi Cool bar,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
1796,11-Apr,Kpr Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1797,11-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
1798,11-Apr,Kannan tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1799,11-Apr,Sri Krishna tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
1800,11-Apr,Sri Krishna Snacks,Rose Milk,North usman,3,Manikandan,18,54,54,54,0,0,,,,,
1801,11-Apr,Muthuramman Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1802,11-Apr,Sri Andal Cool bar,Rose Milk,kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
1803,11-Apr,Rams,Rose Milk,Bazulla Road,6,Manikandan,18,108,108,108,0,0,,,,,
1804,11-Apr,7 Star Cool bar,Rose Milk,Kodambakkam,6,Manikandan,18,108,108,108,0,0,,,,,
1805,11-Apr,R.R.Tea Stall,Rose Milk,Pondy bazar,15,Manikandan,17,255,255,255,0,0,,,,,
1806,11-Apr,R.Backers,Rose Milk,Pondy bazar,10,Manikandan,17,170,170,170,0,0,,,0,,
1807,11-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
1808,11-Apr,Relax Cool bar,Rose Milk,Anna nagar,15,Manoj,16,240,240,240,0,0,,,,,
1809,11-Apr,Sri Raga ,Rose Milk,Anna nagar,5,Manoj,17,85,85,85,0,0,,,,,
1810,11-Apr,Maharaja Cooll bar,Rose Milk,ICF,5,Manoj,18,90,90,90,0,0,,,,,
1811,11-Apr,Chandran News Mart,Rose Milk,Nadamuni,3,Manoj,18,54,54,36,1,18,,,,,
1812,11-Apr,Seena Cool bar,Rose Milk,Nadamuni,10,Manoj,18,180,180,180,0,0,,,,,
1813,11-Apr,Crown backery,Rose Milk,Ayanavaram,5,Manoj,18,90,90,90,0,0,,,,,
1814,11-Apr,Jas Backery,Rose Milk,Ayanavaram,5,Manoj,16,80,80,80,0,0,,,,,
1815,11-Apr,Gokul News Mart,Rose Milk,secratraite Colony,8,Manoj,17,136,136,136,0,0,,,,,
1816,11-Apr,Skumar,Rose Milk,secratraite Colony,20,Manoj,17,340,340,340,0,0,,,,,
1817,11-Apr,City Shoppee,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
1818,11-Apr,Sujis Tea stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
1819,11-Apr,Surendar Tea Stall,Rose Milk,secratraite Colony,3,Manoj,18,54,54,54,0,0,,,,,
1820,11-Apr,Aneesh Tea Stall,Rose Milk,Purasaiwalkam,6,Manoj,17,102,102,102,0,0,,,,,
1821,11-Apr,Ramalingavilas,Rose Milk,Choolai,10,Manoj,18,180,180,180,0,0,,,,,
1822,11-Apr,Backers Hut,Rose Milk,Purasaiwalkam,5,Manoj,18,90,90,90,0,0,,,,,
1823,11-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,10,Sreenevasan,18,180,180,180,0,0,,,,,
1824,11-Apr,S k cool bar,Rose Milk,Anna nagar,5,Sreenevasan,18,90,90,90,0,0,,,,,
1825,11-Apr,Sg Cafe,Rose Milk,Padi,5,Sreenevasan,17,85,85,85,0,0,,,,,
1826,11-Apr,Aachariya Backery,Rose Milk,Padi,13,Sreenevasan,17,221,221,170,3,51,,,,,
1827,11-Apr,Arul Tea Stall,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
1828,11-Apr,Ambika cool bar,Rose Milk,Ambattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
1829,11-Apr,Venkateswara backery,Rose Milk,Korattur,5,Sreenevasan,18,90,90,90,0,0,,,,,
1830,11-Apr,Ravi ICE land,Rose Milk,Korattur,10,Sreenevasan,17,170,170,170,0,0,,,,,
1831,11-Apr,Good Luck,Rose Milk,Ambattur,7,Sreenevasan,18,126,126,126,0,0,,,,,
1832,11-Apr,Good Luck,Rose Milk,Korattur,9,Sreenevasan,18,162,162,162,0,0,,,,,
1833,11-Apr,New Star,Rose Milk,Villivakkam,5,Sreenevasan,18,90,90,90,0,0,,,,,
1834,11-Apr,Taj Cool bar,Rose Milk,padi,1,Sreenevasan,17,17,17,0,1,17,,,,,
1835,11-Apr,V U Snacks,Rose Milk,Arumbakkam,3,Viswanath,18,54,54,54,0,0,,,0,,
1836,11-Apr,Chandra snacks,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
1837,11-Apr,Singara Chennai,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
1838,11-Apr,Hydrabad Briyani,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
1839,11-Apr,Maniratnam,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
1840,11-Apr,Nathan Store,Rose Milk,Koyembedu,3,Viswanath,17,51,51,51,0,0,,,,,
1841,11-Apr,Perumal cool bar,Rose Milk,Koyembedu,5,Viswanath,18,90,90,90,0,0,,,,,
1842,11-Apr,Raja Tea Stall,Rose Milk,Anna nagar,6,Viswanath,17,102,102,102,0,0,,,,,
1843,11-Apr,MM Store,Rose Milk,Mogappair,10,Viswanath,16,160,160,160,0,0,,,,,
1844,11-Apr,Ragavendra Backery,Rose Milk,Mogappair,10,Viswanath,17,170,170,170,0,0,,,,,
1845,11-Apr,R.H.Enterprises,Rose Milk,Maduravoyal,5,Viswanath,18,90,90,90,0,0,,,,,
1846,11-Apr,Viji Coffee,Rose Milk,Mogappair,5,Viswanath,18,90,90,90,0,0,,,,,
1847,11-Apr,Murugn traders,Rose Milk,Mogappair,3,Viswanath,17,50,50,50,0,0,,,,,
1848,11-Apr,Chandrika Backery,Rose Milk,Anna nagar,10,Viswanath,16,160,160,160,0,0,,,,,
1849,11-Apr,Dhivya Tea stall,Rose Milk,MMDA,2,Silambarasan,18,36,36,36,0,0,,,,,
1850,11-Apr,Suriya Cool bar,Rose Milk,MMDA,3,Silambarasan,18,54,54,54,0,0,,,,,
1851,11-Apr,Nithil Tea Stall,Rose Milk,West mambalam,1,Silambarasan,18,18,18,0,1,18,,,,,
1852,11-Apr,Baiju Tea stall,Rose Milk,West mambalam,5,Silambarasan,18,90,90,72,1,18,,,,,
1853,11-Apr,Karupatti,Rose Milk,West mambalam,5,Silambarasan,18,90,90,90,0,0,,,,,
1854,11-Apr,Vijay Cool bar,Rose Milk,kasi Theatre,5,Silambarasan,18,90,90,90,0,0,,,,,
1855,11-Apr,Kumaran Chettinad,Rose Milk,Ekkatuthangal,15,Silambarasan,17,255,255,255,0,0,,,,,
1856,11-Apr,Sana Tea Stall,Rose Milk,kasi Theatre,2,Silambarasan,18,36,36,36,0,0,,,,,
1857,11-Apr,Sri Devi,Rose Milk,kk nagar,4,Silambarasan,18,72,72,72,0,0,,,,,
1858,11-Apr,Sakthi news mart,Rose Milk,kk nagar,3,Silambarasan,18,54,54,54,0,0,,,,,
1859,11-Apr,Murugan tea Stall,Rose Milk,alwarthirunagar,5,Silambarasan,18,90,90,90,0,0,,,,,
1860,11-Apr,Vairamani Tea Stall,Rose Milk,Ekkatuthangal,5,Silambarasan,18,90,90,90,0,0,,,,,
1861,11-Apr,Golden Snacks,Rose Milk,West mambalam,2,Silambarasan,0,0,0,0,2,0,,,,,
1862,11-Apr,Tea Room,Rose Milk,alwarthirunagar,10,Silambarasan,22,220,220,220,0,0,,,,,
1863,11-Apr,Jalals Briyani,Rose Milk,"Kilkattalai,Mogappair,Wahermenpet",300,"Porter,Sreene,Satish",17,5100,5100,5100,0,0,,,,,
1864,11-Apr,Greams Palace,Badam Milk,Greams Road,10,M.Karthick,24,240,240,240,0,0,,,,,
1865,11-Apr,Bung Shop,Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
1866,11-Apr,Ars Marina,Badam Milk,Royapettah,10,M.Karthick,23,230,230,0,0,0,,276,230,,
1867,11-Apr,"Sai Cool,bar",Badam Milk,Royapettah,3,M.Karthick,24,72,72,72,0,0,,,,,
1868,11-Apr,Pamba Backery,Badam Milk,Egmore,5,M.Karthick,24,120,120,120,0,0,,,,,
1869,11-Apr,Saran backery,Badam Milk,Harrinton road,5,Manikandan,23,115,115,115,0,0,,,,,
1870,11-Apr,Saran backery,Badam Milk,Choolaimedu,5,Manikandan,23,115,115,115,0,0,,,,,
1871,11-Apr,Kpr Cool bar,Badam Milk,kodambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
1872,11-Apr,G.B.News Mart,Badam Milk,Choolaimedu,5,Manikandan,24,120,120,120,0,0,,,,,
1873,11-Apr,My Father ,Badam Milk,nungambakkam,5,Manikandan,23,115,115,115,0,0,,,,,
1874,11-Apr,Kannan tea Stall,Badam Milk,nungambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
1875,11-Apr,Muthuramman Cool bar,Badam Milk,kodambakkam,5,Manikandan,24,120,120,120,0,0,,,,,
1876,11-Apr,Sri Andal Cool bar,Badam Milk,kodambakkam,6,Manikandan,23,138,138,138,0,0,,,,,
1877,11-Apr,Jupiter Tea Stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
1878,11-Apr,Hotel Meghaa,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
1879,11-Apr,Dinesh Tea stall,Badam Milk,Aminjikarai,3,Manikandan,24,72,72,72,0,0,,,,,
1880,11-Apr,Gokul News Mart,Badam Milk,secratraite Colony,8,Manoj,24,192,192,192,0,0,,,,,
1881,11-Apr,Skumar,Badam Milk,secratraite Colony,5,Manoj,23,115,115,115,0,0,,,,,
1882,11-Apr,City Shoppee,Badam Milk,secratraite Colony,5,Manoj,24,120,120,120,0,0,,,,,
1883,11-Apr,Suba cool bar,Badam Milk,Choolai,4,Manoj,24,96,96,96,0,0,,,,,
1884,11-Apr,Sri Krishna tea Stall,Badam Milk,Purasaiwalkam,3,Manoj,22,66,66,66,0,0,,,,,
1885,11-Apr,Sneha Tea Stall,Badam Milk,Villivakkam,5,Sreenevasan,23,115,115,92,1,23,,,,,
1886,11-Apr,New Star,Badam Milk,Villivakkam,7,Sreenevasan,23,161,161,161,0,0,,,,,
1887,11-Apr,Good Luck,Badam Milk,Korattur,6,Sreenevasan,23,138,138,138,0,0,,,,,
1888,11-Apr,Ravi ICE land,Badam Milk,Korattur,5,Sreenevasan,22,110,110,110,0,0,,,,,
1889,11-Apr,Ambika cool bar,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
1890,11-Apr,Arul Tea Stall,Badam Milk,Ambattur,5,Sreenevasan,23,115,115,115,0,0,,,,,
1891,11-Apr,"Oman Cool,bar",Badam Milk,Anna nagar,12,Sreenevasan,23,276,276,276,0,0,,,,,
1892,11-Apr,S k cool bar,Badam Milk,Anna nagar,5,Sreenevasan,24,120,120,120,0,0,,,,,
1893,11-Apr,V U Snacks,Badam Milk,Arumbakkam,3,Viswanath,24,72,72,0,0,0,,,72,,
1894,11-Apr,Maniratnam,Badam Milk,Koyembedu,6,Viswanath,23,138,138,69,3,69,,,,,
1895,11-Apr,Perumal cool bar,Badam Milk,Koyembedu,10,Viswanath,24,240,240,240,0,0,,,,,
1896,11-Apr,Murugan Traders,Badam Milk,Mogappair,3,Viswanath,24,72,72,48,1,24,,,,,
1897,11-Apr,Chandrika Backery,Badam Milk,Anna nagar,28,Viswanath,22,616,616,616,0,0,,,,,
1898,11-Apr,Kerala Hot Chips,Badam Milk,MMDA,2,Silambarasan,24,48,48,0,2,48,,,,,
1899,11-Apr,Dhivya Tea stall,Badam Milk,MMDA,7,Silambarasan,24,168,168,168,0,0,,,,,
1900,11-Apr,Karupatti,Badam Milk,West mambalam,5,Silambarasan,24,120,120,120,0,0,,,,,
1901,11-Apr,Jayapal cool bar,Badam Milk,West mambalam,3,Silambarasan,24,72,72,72,0,0,,,,,
1902,11-Apr,Vijay Cool bar,Badam Milk,kasi Theatre,7,Silambarasan,24,168,168,168,0,0,,,,,
1903,11-Apr,Vairamani Tea Stall,Badam Milk,Ekkatuthangal,1,Silambarasan,24,24,24,24,0,0,,,,,
1904,11-Apr,mm cool bar,Badam Milk,kk nagar,4,Silambarasan,24,96,96,96,0,0,,,,,
1905,11-Apr,Sakthi news mart,Badam Milk,kk nagar,5,Silambarasan,24,120,120,120,0,0,,,,,
1906,11-Apr,Murugan Tea Stall,Badam Milk,alwarthirunagar,6,Silambarasan,23,138,138,138,0,0,,,,,
1907,11-Apr,Tea Room,Badam Milk,alwarthirunagar,10,Silambarasan,27,270,270,270,0,0,,,,,
1908,12-Apr,Greams Palace,Rose Milk,greams Road,8,M.Karthick,17,136,136,100,2,34,,,,,
1909,12-Apr,Vinu Tea Stall,Rose Milk,Thoushand light,6,M.Karthick,17,100,100,100,0,0,,,,,
1910,12-Apr,Masque View,Rose Milk,Thoushand light,4,M.Karthick,15,60,60,60,0,0,,,,,
1911,12-Apr,CMS,Rose Milk,Thoushand light,5,M.Karthick,17,85,85,85,0,0,,,,,
1912,12-Apr,Fathima Tea Stall,Rose Milk,Thoushand light,3,M.Karthick,16,48,48,48,0,0,,,,,
1913,12-Apr,Bung Shop,Rose Milk,Royapettah,5,M.Karthick,17,85,85,85,0,0,,,,,
1914,12-Apr,Ars Marina,Rose Milk,Royapettah,10,M.Karthick,18,180,180,180,0,0,,,,,
1915,12-Apr,"Sai Cool,bar",Rose Milk,Royapettah,3,M.Karthick,18,54,54,54,0,0,,,,,
1916,12-Apr,City Cafe,Rose Milk,G.P.Road,9,M.Karthick,17,150,150,150,0,0,,,,,
1917,12-Apr,KR Tea Stall,Rose Milk,G.P.Road,5,M.Karthick,18,90,90,90,0,0,,,,,
1918,12-Apr,Palms,Rose Milk,G.P.Road,3,M.Karthick,17,50,50,50,0,0,,,,,
1919,12-Apr,Prahalad Pan Stall,Rose Milk,Mount Road,5,M.Karthick,18,90,90,90,0,0,,,0,,
1920,12-Apr,Aroma Backery,Rose Milk,Pudupet,10,M.Karthick,17.5,175,175,175,0,0,,25,,,
1921,12-Apr,Sindoor Cool bar,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
1922,12-Apr,Baby Hospital,Rose Milk,Egmore,6,M.Karthick,17,100,100,100,0,0,,,,,
1923,12-Apr,Shanthi Sandwich,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,0,,
1924,12-Apr,Renowed,Rose Milk,Egmore,10,M.Karthick,15,150,150,150,0,0,,,,,
1925,12-Apr,Geetham Coffee,Rose Milk,Egmore,10,M.Karthick,18,180,180,180,0,0,,,,,
1926,12-Apr,Pamba Backery,Rose Milk,Egmore,3,M.Karthick,18,54,54,54,0,0,,,,,
1927,12-Apr,Chandrika Backery,Rose Milk,Chetpet,5,M.Karthick,17,85,85,85,0,0,,,,,
1928,12-Apr,Kumaran tea Stall,Rose Milk,Aminjikarai,6,Manikandan,17,100,100,100,0,0,,,,,
1929,12-Apr,Dinesh Tea stall,Rose Milk,Aminjikarai,3,Manikandan,17,50,50,50,0,0,,,,,
1930,12-Apr,Jupiter Tea Stall,Rose Milk,Aminjikarai,3,Manikandan,18,54,54,54,0,0,,,,,
1931,12-Apr,Standard Backery,Rose Milk,Aminjikarai,10,Manikandan,17,170,170,170,0,0,,,,,
1932,12-Apr,Kamatchi cool bar,Rose Milk,Choolaimedu,3,Manikandan,17,50,50,50,0,0,,,,,
1933,12-Apr,Mazzi Cool bar,Rose Milk,Mahalingapuram,11,Manikandan,17,187,187,170,1,17,,,,,
1934,12-Apr,Mazzi Tea Stall,Rose Milk,Mahalingapuram,10,Manikandan,17,170,170,170,0,0,,,,,
1935,12-Apr,Sri Krishna tea Stall,Rose Milk,Mahalingapuram,5,Manikandan,18,90,90,90,0,0,,,,,
1936,12-Apr,Sri Krishna tea Stall,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
1937,12-Apr,Sri Krishna Snacks,Rose Milk,North usman,5,Manikandan,18,90,90,90,0,0,,,,,
1938,12-Apr,Kpr Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1939,12-Apr,Mimi Backers,Rose Milk,North usman,10,Manikandan,18,180,180,180,0,0,,,,,
1940,12-Apr,Rams,Rose Milk,Bazulla Road,5,Manikandan,18,90,90,54,2,36,,,,,
1941,12-Apr,R.Backers,Rose Milk,Pondy bazar,3,Manikandan,17,50,50,50,0,0,,,,,
1942,12-Apr,R.R.Tea Stall,Rose Milk,Pondy bazar,15,Manikandan,17,255,255,255,0,0,,,,,
1943,12-Apr,Thennagam ,Rose Milk,nungambakkam,5,Manikandan,18,90,90,72,1,18,,,,,
1944,12-Apr,P.Basker news mart,Rose Milk,nungambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
1945,12-Apr,My Father ,Rose Milk,nungambakkam,5,Manikandan,17,85,85,85,0,0,,,,,
1946,12-Apr,Kannan tea Stall,Rose Milk,nungambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1947,12-Apr,Mathura Chat,Rose Milk,nungambakkam,10,Manikandan,18,180,180,180,0,0,,,,,
1948,12-Apr,Muthuramman Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1949,12-Apr,7 Star Cool bar,Rose Milk,kodambakkam,5,Manikandan,18,90,90,90,0,0,,,,,
1950,12-Apr,Sri Andal Cool bar,Rose Milk,kodambakkam,7,Manikandan,18,126,126,126,0,0,,,,,
1951,12-Apr,Saravana Cafe,Rose Milk,kodambakkam,3,Manikandan,18,54,54,54,0,0,,,,,
1952,12-Apr,Anna university,Rose Milk,Anna University,25,Manikandan,18,450,450,450,0,0,,,,,
1953,12-Apr,Arun Snacks,Rose Milk,Anna nagar,10,Manoj,17,170,170,170,0,0,,,,,
1954,12-Apr,Relax Cool bar,Rose Milk,Anna nagar,15,Manoj,16,240,240,240,0,0,,,,,
1955,12-Apr,Sri Raga ,Rose Milk,Anna nagar,5,Manoj,17,85,85,85,0,0,,,,,
1956,12-Apr,Maharaja Cooll bar,Rose Milk,ICF,10,Manoj,18,180,180,180,0,0,,,,,
1957,12-Apr,Chandran News Mart,Rose Milk,Nadamuni,2,Manoj,18,36,36,36,0,0,,,,,
1958,12-Apr,Seena Cool bar,Rose Milk,Nadamuni,10,Manoj,18,180,180,180,0,0,,,,,
1959,12-Apr,Crown backery,Rose Milk,Ayanavaram,7,Manoj,18,126,126,126,0,0,,,,,
1960,12-Apr,Jas Backery,Rose Milk,Ayanavaram,5,Manoj,16,80,80,80,0,0,,,,,
1961,12-Apr,Gokul News Mart,Rose Milk,secratraite Colony,8,Manoj,17,136,136,136,0,0,,,,,
1962,12-Apr,Skumar,Rose Milk,secratraite Colony,15,Manoj,17,255,255,255,0,0,,,,,
1963,12-Apr,Sujis Tea stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
1964,12-Apr,Surendar Tea Stall,Rose Milk,secratraite Colony,5,Manoj,18,90,90,90,0,0,,,,,
1965,12-Apr,Aneesh Tea Stall,Rose Milk,Purasaiwalkam,7,Manoj,17,119,119,102,1,17,,,,,
1966,12-Apr,Ramalingavilas,Rose Milk,Choolai,15,Manoj,18,270,270,270,0,0,,,,,
1967,12-Apr,Dandapani ,Rose Milk,kilpauk,6,Manoj,18,108,108,108,0,0,,,0,,
1968,12-Apr,Backers Hut,Rose Milk,Purasaiwalkam,5,Manoj,18,90,90,90,0,0,,,,,
1969,12-Apr,Sri Krishna tea Stall,Rose Milk,Purasaiwalkam,5,Manoj,17,85,85,85,0,0,,,,,
1970,12-Apr,M K Store,Rose Milk,kilpauk,5,Manoj,18,90,90,90,0,0,,,,,
1971,12-Apr,"Oman Cool,bar",Rose Milk,Anna nagar,10,Sreenevasan,18,180,180,180,0,0,,,,,
1972,12-Apr,Royal Store,Rose Milk,Anna nagar,6,Sreenevasan,18,108,108,108,0,0,,,,,
1973,12-Apr,Hotel Faizal,Rose Milk,Anna nagar,6,Sreenevasan,18,108,108,90,1,18,,,,,
